Annotator 1,Annotator 2(Yasitha),Phrase
,,"මෙන්න නියම විදෙස කුමන්ත්‍රණ , අලි පෙරහරේ ගමන් කරවනවට විරුද්ධ එන් ජී ඕ නඩේ තමයි මේ දඟලන්නේ"
,,"දැන්වත් යාන්ත්‍රික අලියෙක් හදාගත්තොත් නරකද ,පංච කල්‍යාණය නැතිනම් දස කල්‍යානයම තියෙන , කොහෙද අලියාගේ විතරක් නෙමේනේ වලිගෙ තියෙන්නේ"
,,ඔලුව තදින් නරක් වෙච්ච මිනිසුන් පිරිසක් රැදිච්ච ඒ රටේ මිනිස්සු තනිකර කෙලින්නේ පිස්සු..
,,බුදු හාමුදුරුවෝ කිව්වේ නැහැ සතුන්ට හිරිහැර කරන්න කියල.
,,මේ අවස්ථාවෙන් ප්‍රයෝජන ගන්න හදන්නේ දළදා මාලිගාවේ පෙරහරට අලින් ලබා නුදුන්නොත් සියලුම බලපත් අවලංගුකර ඒ අලිත් වහාම වනජීවී භාරයට පෙරහැර පවත්වන පන්සල් හා දේවල වලට අවැසි වෙලාවට අලින් ලබාදී නැවත ආපසු ලබා ගන්න
,,කොහෙද අලියාගේ විතරක් නෙමේනේ වලිගෙ තියෙන්නේ ඔබට වලිගෙ විතරක් නොවෙයි අං දෙකකුත් තිබෙන බව ලියපු අදහසින් පෙනෙනවා
,,සිංහල සංස්කෘතිය සමහරක්ට විහිළුවක්.
,,හාමුදුරුවනේ හැකියාවක් තිබේනම් දළදා පෙරහරත් නවතා දමන්න. අවුරුදු දහස් ගණනක් පරණ අපේ සංස්කෘතියට පරදේසක්කාරයෝවත් මෙපමණ හානියක් කරන්න සිතුවේ නැත. හරකුන්ට ගහ ගහ වැඩ ගන්නවා මෙයාලට හොඳයි අලියෙක් පෙරහරේ ගියාම කොහේදෝ අමාරුවක් එනවා.
,,එතකොට කැලෙන් හොරට අල්ලාගත් අලි පැටව් ද මෙච්චර කල් පෙරහරේ ගෙනිච්චේ. රටේ නීතියට අනිත් නීති යටයි කියලා බුදුන් වහන්සේ දේශනා කර තියෙනවා නේද?
,,"හොර අලි අල්ලලා සිංහල ජාතියත් සම්බුද්ධ ශාසනයත් රැකගන්න හදන උපාසක ඇත්තෝ දැක්කහම, ලංකාවේ ඉදිරි අනාගතය ගැන හිතාගන්න පුළුවන්...!!!"
,,"රාධා, එ්ත් ඒ අලියා පෙරහරේ යන සංස්කෘතියට මම නම් ආසයි. ඒවුණාට, මේ දවස් වල අලි මදිවාට හරක් අමුතුම සෙල්ලම්නේ දාන්නේ."
,,ලංකාවේ අයට වෙන වැඩ නැති නිසා කරන්න වැඩකුත් තියෙන්න ඕනෑනේ
,,ප්‍රශ්න නැතුවට ඇතිකරන ප්‍රශ්න මේවා
,,මේ වගේ වෙලාවට පැවිදි පක්ෂය කරන්න ඕනෑ ගිහියන්ට නිසි මඟ පෙන්වන එක නේද?
,,සාමාන්‍යයෙන් වැඩක් කරනකොට සම්මා සතියෙන් කරන්න ඕනෑ. චීවරයේ ගරුත්වයත් බිඳදමනවා. ඒ මදිවාට තේ බොන ගමන් ජංගම දුරකථනත් කණේ තියාගෙන
,,"හරියටම නියම ඉලක්කය බලා පහර එල්ලකර තිබෙනවා, මේ පාර"
,,හිරාන් හරියටම හරි
,,සමහර ආගමික උත්සව වලදී සතුන් ලක්ෂ ගණන් මරනවා. පෙරහරේ යන එක සතුන්ට නැවත ජන්මයකදී හොද උප්පත්ති ස්ථානයක් ලබාදෙන්න පුළුවන් දෙයක්. මේක සතුන්ට හිරිහැරයක් නෙමෙයි. ආශිර්වාදයක්. මේක දන්නේ නැති අය නොයෙක් කතා කියනවා.
,,පහර ගැසියයුතු තැනටම අවස්ථාව බලා පහරදීලා. අපි බලමු මොකද වෙන්නේ කියලා
,,දළදා පෙරහරටත් බාධක එනවිට සාමාන්‍ය අපි ගැන කුමන කතාද?
,,පරගැති චින්තනයෙන් ඔලුව පිරුන මිනිස්සුන්ට සංස්කෘතියක වටිනාකමක් තේරෙන්නේ නෑ..තව ටික දවසකින් පාර අවහිර වෙන නිසා පෙරහර නවත්තමු කියල අපේ උදවිය කිව්වොත් පුදුමයක් නෙමෙයි..
,,"පින්සිද්ධ වෙයි. අනේ හාමුදුරුවනේ, මේ රටේ නීතියක් කියල දෙයක් තියෙනවා. නීති විරෝධිව ළඟ තබා ගත් අලි ගැන අධිකරණයෙන් තීන්දුව දෙයි."
,,අපේ රටේ ප්‍රධාන මංගල්‍ය තමයි නුවර පෙරහැර. එ්ක ඇපේට තියාගෙන මෙවැනි ක්‍රියා වල නිරත වන අය බෞද්ධයෝද කියලත් සැකයි.
,,"මේ ප්‍රශ්නේ ගැන අදහස් එක්කරල තියෙන ගොඩාක් අය යහපලනෙට ඡන්දෙ දීපු අය සහ නියම බෞද්ධ සංස්කෘතිය ගැන වැඩි අවබෝධයක් නැති අය කියල හොදට පේනවා..! මේ වෙන්නේ ලංකාවේ කවදාවත් වෙච්ච නැති දේවල්.! මම කිසිම කෙනෙක්ට කඩේ යන්නේ නැහැ, නමුත් මෙහෙම දේවල් වෙන තැනට හාමුදුරුවන්ව අසරණ කරන එක ගැන ගැන තියෙන්නේ ලොකුම කණගාටුවක්. මේ කරලියට එන්නේ කවදාවත් හඩක් නගපු හාමුදුරුවන් වහන්සේලා නෙමෙයි, මෙතන වෙලා තියෙන දේ ගැන සංකීර්ණව බලන්න ඕනේ."
,,පෙරහැරවල අලි නොගියා කියල බුදුන් වහන්සේට හෝ ධර්මයට කිසිම හානියක් නැහැ. ඇත්තටම බුද්ධ ධර්මයට විරුද්ධ සත්ව හිංසාවයි.
